Division,Number,Nickname,Full Name,Rookie Year,Website,Location
FTC,1,Team Unlimited,PTC &amp; FTC1 Team Unlimited 4-H Club,2007,http://www.ftc0001.org/,Sharon&comma; MA 02067 USA
FTC,7,TechBrick FTC 7,TechBrick Robotics,2007,http://www.techbrick.com,Aberdeen Proving Ground&comma; MD 21005 USA
FTC,18,Techno Chix,Girl Scouts Heart of the Hudson,2007,www.thetechnoteams.com,Pleasantville&comma; NY 10570 USA
FTC,22,100 Scholars,100 Black Men of Atlanta/Georgia Power/Johnson Research and Development/NCR/Lockheed Martin &amp; 100 Black Men of Atlanta&comma; Inc.,2007,,Atlanta&comma; GA 30303 USA
FTC,25,Rock N' Roll Robots,Girl Scouts of Greater Los Angeles &amp; Girl Scouts of Greater Los Angeles,2007,www.rocknrollrobots25.com,Pasadena&comma; CA 91006 USA
FTC,28,PolyGnomes,Green Meadow Waldorf School,2007,,Spring Valley&comma; NY 10977 USA
FTC,33,Enigma,Gar-Field High &amp; Gar-Field High,2007,,Woodbridge&comma; VA 22192 USA
FTC,36,Wyverns,Kingswood-Oxford School,2007,,West Hartford&comma; CT 06119 USA
FTC,40,HAX Robotics,the Loomis Chaffee School,2007,,Windsor&comma; CT 06095 USA
FTC,54,Gr3y Matt3r,Heritage Christian School,2007,www.heritagerobotics.org,Bozeman&comma; MT 59718 USA
FTC,61,OZONE,Oxford Area Hs,2007,OxfordRobotics.org,Oxford&comma; PA 19363 USA
FTC,71,Teton Gravity Robotics,Journeys School of Teton Science Schools,2007,,Jackson&comma; WY 83001 USA
FTC,92,Junior Bomb Squad,Science and Technology Group/Baxter Healthcare Corporation &amp; Mountain Home Jr. High School,2007,juniorbombsquad.org,Mountain Home&comma; AR 72653 USA
FTC,110,MFS Foxes,Moorestown Friends School,2007,,Moorestown&comma; NJ 08057 USA
FTC,112,RoboKnights of the Round Table,Pace Academy,2007,mm.paceacademy.org/robotics,Atlanta&comma; GA 30327 USA
FTC,116,Crazy Eights,Octagon Robotics/Fiber Tech &amp; 4-H Youth Development Organization,2007,octagonrobotics.weebly.com,Chicago&comma; IL 60609 USA
FTC,118,Steel Hornets,Emmaus Hs,2007,http://steelhornetsrobotics.com,Emmaus&comma; PA 18049 USA
FTC,121,Rhode Rage ,Naval Undersea Warfare Center/National Defense Education Program &amp; Aquidneck Island Robotics,2007,www.air4h.org,Middletown&comma; RI 02842 USA
FTC,123,Vanguard,Syosset Senior High School,2007,,Syosset&comma; NY 11791 USA
FTC,127,The Fighting Pickles,MOUSER ELECTRONICS /P&amp;H CASTERS &amp; BEN BARBER INNOVATION ACADEMY,2007,fightingpickle.com,Mansfield&comma; TX 76063 USA
FTC,130,Blazing Spirts,Metropolitan Learning Center &amp; Windsor High School &amp; Sage Park Middle School,2007,,Windsor&comma; CT 06095 USA
FTC,133,Arrows,St Sebastians School,2007,,Needham&comma; MA 02492 USA
FTC,147,Montclair Momentum,Friends of Montclair Robotics&comma; Inc./Rensselaer Club of New Jersey/Montclair Fund for Educational Excellence/Judy and Josh Weston Foundation&comma; Inc. &amp; Montclair High,2007,www.montclairrobotics.org,Montclair&comma; NJ 07042 USA
FTC,149,Hawks,Bishop Hendricken High School &amp; Bishop Hendricken High School,2007,,Warwick&comma; RI 02889 USA
FTC,154,Renegade,Renegade Robotics,2007,http://www.facebook.com/#!/pages/Renegade-154/210416662374?ref=ts,Harrisville&comma; RI 02830 USA
FTC,187,Phoenix,URS Electronics/Clogs N More/Kenton Station/Solid Works &amp; Benson Polytechnic High School,2007,bensonrobotics.org,Portland&comma; OR 97232 USA
FTC,194,ILITE Renegades,US STEM/Lockheed Martin &amp; Battlefield High,2007,ILITE.us,Haymarket&comma; VA 20169 USA
FTC,201,BroncoBotics,Brophy College Preparatory,2007,www.brophyrobotics.com,Phoenix&comma; AZ 85012 USA
FTC,207,Critical Mass,&amp;Dwight-Englewood School,2007,https://www.teamcriticalmass.com/,Englewood&comma; NJ 07631 USA
FTC,208,KC Robotics Team,Kershaw County School District/Duke Energy &amp; Camden High &amp; Camden Middle &amp; Lugoff-Elgin High &amp; Camden Military Academy &amp; Lugoff-Elgin Middle,2007,www.kcroboticsteam.org,Lugoff&comma; SC 29078 USA
FTC,226,OHS 623 FTC Team 1,Lockheed-Martin/Bechtel/Oakton HS PTSA/AFCEA-NOVA&amp;Oakton High&amp;Oakton High,2007,www.team623.org,Vienna&comma; VA 22181 USA
FTC,230,Ampere,Upper Dublin Hs,2007,,Fort Washington&comma; PA 19034 USA
FTC,237,MFS Hawks,Moorestown Friends School,2007,,Moorestown&comma; NJ 08057 USA
FTC,247,Reboot,Hudson Farms Foundation/Pope John XXIII High School/BAE Systems/Thor Labs/TechFlex &amp; Pope John Xxiii High School,2007,,Sparta&comma; NJ 07871 USA
FTC,248,Fatal Error,BAE Systems &amp; Pope John Xxiii High School,2007,,Sparta&comma; NJ 07871 USA
FTC,251,Mech-alodons,Cliffside Park High,2007,,Cliffside Park&comma; NJ 07010 USA
FTC,252,Electric Quahogs,Wheeler School,2007,,Providence&comma; RI 02906 USA
FTC,265,Viking Robotics ,Wisconsin Lutheran High School,2007,wiscorobotics.weebly.com,Milwaukee&comma; WI 53213 USA
FTC,267,EMP,Benson Polytechnic High School,2007,bensonrobotics.org,Portland&comma; OR 97232 USA
FTC,273,ASD Tech Tigers,Ice Cream Dream&amp;American School for the Deaf&amp;American School for the Deaf,2007,,West Hartford&comma; CT 06107 USA
FTC,288,Spare Parts,Gateway High,2007,,St Louis&comma; MO 63110 USA
FTC,289,Robohawks 289,Hazelwood Central High,2007,robohawks1985.org,Florissant&comma; MO 63031 USA
FTC,290,Robohawks 290,Hazelwood Central High,2007,robohawks1985.org,Florissant&comma; MO 63031 USA
FTC,291,Robohawks 291,Hazelwood Central High,2007,robohawks1985.org,Florissant&comma; MO 63031 USA
FTC,293,Red October,Cape Henry Collegiate School,2007,,Virginia Beach&comma; VA 23454 USA
FTC,310,Stuy Fission,Stuyvesant High School,2007,,New York City&comma; NY 10282 USA
FTC,327,Chemical Agents,SC Governor's School for Science and Mathematics Foundation&amp;South Carolina Govenor's School for Science and Mathematics,2007,www.gssm.k12.sc.us/gssmweb2/Computer_Science/csc402/index.htm,Hartsville&comma; SC 29550 USA
FTC,329,Chicago Squires,After School Matters &amp; Chicago Squires,2007,,Chicago&comma; IL 60652 USA
FTC,342,BIONIC BLUE DEVILS,Hopewell High,2007,,Hopewell&comma; VA 23860 USA
FTC,354,ILITE Flip-Flappers,US STEM/Lockheed Martin &amp; Battlefield High,2007,ILITE.us,Haymarket&comma; VA 20169 USA
FTC,358,The Gaulbots,the Webb Schools,2007,,Claremont&comma; CA 91711 USA
FTC,359,WEBB.exe,the Webb Schools,2007,,Claremont&comma; CA 91711 USA
FTC,360,The Revolution,The Boeing Company &amp; Bellarmine Preparatory School,2007,www.frc360.com,Tacoma&comma; WA 98405 USA
FTC,365,MOE (The Miracle Workerz),First State Robotics &amp; First State Robotics,2008,http://www.moeftc.org,Wilmington&comma; DE 19880 USA
FTC,367,Pug Life,Solon Beef Days Committee /Heyn's Ice Cream of Iowa City/Aero Rental &amp; Party Shoppe&amp;Solon High School,2007,SolonRobotics.org,Solon&comma; IA 52333 USA
FTC,369,OHS 623 FTC Team 2,Lockheed-Martin/Bechtel/Oakton High School PTSA/AFCEA-NOVA&amp;Oakton High,2007,www.team623.org,Vienna&comma; VA 22181 USA
FTC,389,The Swarm,NDEP / growingSTEMS &amp; Neighborhood Group,2007,robobees.org,Leonardtown&comma; MD 20650 USA
FTC,391,Mighty Irish,Notre Dame High School,2007,,Lawrenceville&comma; NJ 08648 USA
FTC,395,Robauktics,Archmere Academy,2007,https://sites.google.com/a/archmereacademy.com/robotics-club/,Claymont&comma; DE 19703 USA
FTC,406,Richard's Fine Men,Heat Transfer Systems/Boeing&comma; Inc./Electronic Support Systems/Beta Chi Pi &amp; South High,2007,pshrobotics.org,Ballwin&comma; MO 63021 USA
FTC,407,Sherlock Ohms,Heat Transfer Systems/Boeing Inc. /Electronic Support Systems/Beta Chi Pi &amp; South High,2007,pshrobotics.org,Ballwin&comma; MO 63021 USA
FTC,408,Archimedes' Screwdriver,Heat Transfer Systems/Boeing Inc./Electronic Support Systems/Beta Chi Pi &amp; South High,2007,www.pshrobotics.org,Ballwin&comma; MO 63021 USA
FTC,417,S.K.I.D ,Swerve Robotics 4-H/BrickCon&comma; LLC/The Boeing Company/Family &amp; Friends/MCAD SolidWorks/SPEEA/FIRST Washington/SolidCAM/AT&amp;T/Servo City/Microsoft/Lake Washington Institute of Technology/Boone Wealth Advisors&comma; LLC/Jennifer Emerson DDS (North Seattle Restorative &amp; Preventative Dentistry)/Podio&amp;Swerve Robotics,2007,www.SwerveRobotics.org,Woodinville&comma; WA 98077 USA
FTC,450,Children of the Swamp,Florida Power &amp; Light &amp; Inlet Grove Community High School,2007,179swampthing.org,Riviera Beach &comma; FL 33404 USA
FTC,479,Stuy Fusion,Stuyvesant High School,2007,,New York&comma; NY 10282 USA
FTC,499,NanoFusion,Countryside High School,2007,,Clearwater&comma; FL 33761 USA
FTC,506,Pandara,Raytheon &amp; Palm Harbor University High,2007,,Palm Harbor&comma; FL 34698 USA
FTC,516,Gears of Fire,Raytheon &amp; Palm Harbor University High,2007,,Palm Harbor&comma; FL 34683 USA
FTC,519,Epsilon Delta Too,NASA Headquarters &amp; Herndon High,2007,https://hhsftcteam519.weebly.com/,Herndon&comma; VA 20170 USA
FTC,524,Boss Bots,Campolindo High &amp; Campolindo High,2007,campolindorobotics.webs.com,Moraga&comma; CA 94556 USA
FTC,525,Success,100 Black Men of Atlanta/Georgia Power/Johnson Research and Development/Lockheed Martin/NCR &amp; 100 Black Men of Atlanta&comma; Inc.,2007,,Atlanta&comma; GA 30303 USA
FTC,534,STAR Techs,FIRST Robotics Team 337/Logan County Schools/AEP &amp; Logan Senior High School,2007,,Logan&comma; WV 25601 USA
FTC,535,TOBOR,Nucor Steel/Banjo Corporation/California Pellet Mill/Acuity Brands/TK Fabricating&amp;Crawfordsville Sr High School,2007,www.cvilletechclub.weebly.com,Crawfordsville&comma; IN 47933 USA
FTC,542,WHS Robotics,Gretchen Whitney High,2007,http://www.whsrobotics542.org/,Cerritos&comma; CA 90703 USA
FTC,548,Geek Squad,Stream Education Foundation &amp; Mission San Jose High,2007,,Fremont&comma; CA 94539 USA
FTC,596,SpectreBots,Mission San Jose High,2007,,Fremont&comma; CA 94539 USA
FTC,607,Dragon Slayers,Glenelg Country School,2007,,Ellicot City&comma; MD 21042 USA
FTC,608,The Phoenix,Longview High School,2007,,Lakewood&comma; CO 80228 USA
FTC,609,Cougars,Central Jersey College Prep Charter School &amp; Central Jersey College Prep Cs,2007,,Somerset&comma; NJ 08873 USA
FTC,651,Sabers,Coventry High School,2007,,Coventry&comma; RI 02816 USA
FTC,652,Gearzly Bears,Mt. Hope High School,2007,,Bristol&comma; RI 02809 USA
FTC,654,Upper Cut Bots,Barrington High School,2007,,Barrington&comma; RI 02806 USA
FTC,658,Union Robotics,Capital High School,2007,,Helena&comma; MT 59601 USA
FTC,668,Art's Legacy,SE Robotics Booster Club/TE Connectivity &amp; Southeast Guilford High,2007,http://schoolcenter.gcsnc.com/education/staff/staff.php?sectionid=3260&amp;,Greensboro&comma; NC 27406 USA
FTC,669,Milpitas Xtreme Robotics,Milpitas High,2007,,Milpitas&comma; CA 95035 USA
FTC,673,Subatomic Tomahawks,Gaffney High,2007,,Gaffney&comma; SC 29341 USA
FTC,679,RoboRaiders,Riverwood International Charter School,2007,,Atlanta&comma; GA 30328 USA
FTC,689,East Robotics,East Greenwich High School,2007,,East Greenwich&comma; RI 02818 USA
FTC,701,Newton's 4th Law,North Kingstown Senior High School,2007,,North Kingstown&comma; RI 02852 USA
FTC,724,RedNek Robotics Wun,Sun River MudBog/Neighborhood Group,2007,www.srvscience.org,Sun River&comma; MT 59483 USA
FTC,731,Wannabee Strange,ECG Robotics&comma; Inc./TE Connectivity/Honda Jet/Volvo/ConvaTec/Syngenta/General Dynamics/Early College at Guilford &amp; Family/Community,2007,www.ecgrobotics.org,Greensboro&comma; NC 27410 USA
FTC,750,Gears in Motion,Mentor Graphics Corporation&amp;Tigard High School,2007,,Portland&comma; OR 97224 USA
FTC,753,The Green Villains,Michelin Americas Research &amp; Development Corporation / Greenville Technical College / EnTech Robotics &amp; Greenville Technical Charter High,2007,www.entech281.com,Greenville&comma; SC 29607 USA
FTC,755,The Mechanical Wave,Delbarton School &amp; Delbarton School,2007,,Morristown&comma; NJ 07960 USA
FTC,756,Static Charge,Brdgwtr Raritn High Sch,2007,www.team303.com,Bridgewater&comma; NJ 08807 USA
FTC,757,The Q.U.I.Z. Team,Brdgwtr Raritn High Sch,2007,www.team303.com,Bridgewater&comma; NJ 08807 USA
FTC,760,Metal Menace,LAUNCH &amp; LAUNCH,2007,,Broomfield&comma; CO 80020 USA
FTC,772,Al-Chemists,GSSM Foundation &amp; South Carolina Governor's School for Science and Mathematics,2007,scgssm.org,Hartsville&comma; SC 29550 USA
FTC,796,Wolves,the Harley School,2007,,Rochester&comma; NY 14618 USA
FTC,839,Robo Warriors,Agawam Robotics Education Association / Hartford Steam Boiler &amp; AREA,2011,http://ftc839.agawamrobotics.org/,Agawam&comma; MA 01001 USA
FTC,965,The League of Incompetent Gentlemen,Coyote Robotics &amp; the Gw Community School,2007,www.gwcommunityschool.com/robotics,Springfield&comma; VA 22151 USA
FTC,975,Synergy,Dominion &amp; James River High,2008,,Midlothian&comma; VA 23113 USA
FTC,1001,Hacksaw,Rockwell Automation &amp; Brush High School,2007,http://sites.google.com/site/homeofbrushrobotics/,Lyndhurst&comma; OH 44124 USA
FTC,1002,The CircuitRunners - Green,United Technologies-Automated Logic / GE Volunteers / Capitol Special Risks / Dell / Lockheed Martin / Cobb EMC / Ryobi / Home Depot / Farleo Design&comma; Inc. / Alcoa / CEISMC / Atlantis Waterjet / Sevaa Webgroup / Center For Advanced Studies &amp; Wheeler High School,2007,www.circuitrunners.com,Marietta&comma; GA 30062 USA
FTC,1379,Gear Devils,Norcross High School,2007,,Peachtree Corners&comma; GA 30092 USA
FTC,1885,ILITE Robros,US STEM/Lockheed Martin &amp; Battlefield High,2007,ilite.us,Haymarket&comma; VA 20169 USA
FTC,2408,Shrapnel Sergeants,Boeing/Monsanto/Kennedy Fence&amp;Hazelwood West High,2007,http://shrapnelsergeants2408.com/,Hazelwood&comma; MO 63042 USA
FTC,2425,Hydra Alpha,Hillsborough High School,2007,http://www.hydrarobotics.com,Tampa&comma; FL 33603 USA
FTC,2753,Team Overdrive,Teen Technology a Non-Profit NJ Organization &amp; Home School &amp; Home School,2010,Teentechnology.org,Somerville&comma; NJ 08876 USA
FTC,2803,Raptor Robotics,ETHOS Science Center,2008,www.RaptorRobotics.org,Elkhart&comma; IN 46516 USA
FTC,2818,G-FORCE,GEARS Inc./4-H &amp; 4-H Youth Development Organization &amp; Neighborhood Group,2008,http://www.GForce2818.org,Mc Henry&comma; MD 21541 USA
FTC,2827,Artificial Stupidity,Trinity School of Durham &amp; Chapel Hill,2008,,Durham&comma; NC 27705 USA
FTC,2836,Electrical Infraction,Kelly Walsh High School,2008,,Casper&comma; WY 82609 USA
FTC,2843,Under The Son,SSI Robotics/Neighborhood Group,2008,www.ssirobotics.the-spanglers.net,Hollywood&comma; MD 20636 USA
FTC,2844,Valley X Robotics,Industrial Metal Supply/PTC/Rev Robotics/Cafe Valley Bakery&amp;Valley Christian High School,2008,http://www.valleyx2844.com,Chandler&comma; AZ 85226 USA
FTC,2845,Team Duct Tape,Team Duct Tape&comma; sponsored by/Studio 7/Foundation for Community Driven Innovation/Eureka! Factory/Tampa Technik/Society of Manufacturing Engineers/Rockwell Collins&amp;New Port Richey Public Library,2008,http://www.TeamDuctTape.com,New Port Richey&comma; FL 34654 USA
FTC,2856,Tesseract,Microsoft/Synapse/Holaday Parks/Seattle University &amp; Seattle Academy,,,Seattle&comma; WA 98122 USA
FTC,2858,Sparbots,Athens Academy,2008,,Athens&comma; GA 30606 USA
FTC,2867,Degrees of Freedom,Pattonville Sr. High,2008,robotics.psdr3.org,Maryland Heights&comma; MO 63043 USA
FTC,2873,Robobuffs,ALCOA &amp; Tempe High School,2008,http://www.temperobots.org,Tempe&comma; AZ 85281 USA
FTC,2875,MightyBots,Neighborhood Group/MIT Lincoln Laboratory,2008,,Lexington&comma; MA 02420 USA
FTC,2879,Technical Difficulty,Heritage Christian School,2008,www.heritagerobotics.org,Bozeman&comma; MT 59718 USA
FTC,2885,Kronos,TechnOdyssey/American Heritage Education Foundation &amp; Heritage K-8 Charter,2008,,Escondido&comma; CA 92027 USA
FTC,2887,Edina Bucket Brigade,Valley View Middle,2008,www.edinarobotics.com/bucketbrigade,Minneapolis&comma; MN 55439 USA
FTC,2891,WarriorBorgs,Valley Christian High,2008,http://www.vcrobotics.net/,San Jose&comma; CA 95111 USA
FTC,2897,Bearly Awake,Garrison Forest School,2008,,Owings Mills&comma; MD 21117 USA
FTC,2898,The BaronBots,IBM Global Services &amp; BLUE RIDGE SCHOOL,2008,,Dyke&comma; VA 22935 USA
FTC,2901,Purple Gears,Cardinal Gibbons High School,2008,http://www.cghsnc.org/page.cfm?p=2384,Raleigh&comma; NC 27607 USA
FTC,2923,Kaybots,Kankakee High School,2008,http://www.brent-johnston.myclassupdates.com/id27.html,Kankakee&comma; IL 60901 USA
FTC,2927,Cold Steel,Texas Work Force Commission/Qualcomm&amp;Harmony School of Innovation - Waco,2008,www.coldsteelftc.weebly.com,Waco&comma; TX 76710 USA
FTC,2939,Marvelous Power,xbot robotics/Microsoft Employees/Rainier Valley Rotary Club/OSPI/Boeing/SPEEA &amp; Franklin High School,2008,,Seattle&comma; WA 98144 USA
FTC,2940,Wave Riders,Terra Tech Engineering &amp; Riverview Elementary/Middle,2008,,Grundy&comma; VA 24614 USA
FTC,2944,T-REX,Sonoran Science Academy - Tucson,2008,www.sonoranschools.org,Tucson&comma; AZ 85741 USA
FTC,2975,Robo Radiers,Flushing Middle School,2008,,Flushing&comma; MI 48433 USA
FTC,2981,Red RoboDragon,Jackson EMC &amp; Gwinnett School of Mathematics- Science and Techno,2008,robotics.gsmstengineering.com,Lawrenceville&comma; GA 30044 USA
FTC,2993,Blue RoboDragon,Gwinnett School of Mathematics- Science and Techno,2008,www.robotics.gsmstengineering.com,Lawrenceville&comma; GA 30044 USA
FTC,2997,STEMLegacy,Vision Charter School,2008,https://www.facebook.com/FTC2997,Caldwell&comma; ID 83605 USA
FTC,3006,TeraBots,Francis Lewis High School,2008,,Fresh Meadows&comma; NY 11365 USA
FTC,3007,Licensed to Build,Carmel High School,2008,,Carmel&comma; NY 10512 USA
FTC,3013,The Nerd Herd,WCS Boosters &amp; Woodland Christian School,2008,,Woodland&comma; CA 95776 USA
FTC,3032,Hyperion,the Prout School,2008,http://proutrobotics.weebly.com/,Wakefield&comma; RI 02879 USA
FTC,3033,Roosevelt Rough Rider Robotics,Rackspace&amp;Roosevelt H S,2008,etarobotics.com,San Antonio&comma; TX 78218 USA
FTC,3050,G-Bots,Word of Life Christian Academy,2008,,Las Vegas&comma; NV 89129 USA
FTC,3058,Jury Riggers,Western Precision Products &amp; Tigard High School,2008,,Portland&comma; OR 97224 USA
FTC,3073,Massive D,Alonso High School,2008,,Tampa&comma; FL 33635 USA
FTC,3081,Trial and Error,Thunder Mountain High School,2008,,Juneau&comma; AK 99801 USA
FTC,3093,Phalanx,Pacific Industrial Components&comma; Inc. &amp; Thurston High School,2008,goo.gl/ta6L6,Springfield&comma; OR 97478 USA
FTC,3101,Boom Bots,Raytheon &amp; Palm Harbor University High,2008,,Palm Harbor&comma; FL 34683 USA
FTC,3113,Some Disassembly Required,Troop 793,2008,,Ellicott City&comma; MD 21042 USA
FTC,3116,Robo Warriors,Genworth Financial/Farmer Machine -/Devoss Automotive/The Johnson Family &amp; Henrico High &amp; Henrico High,2008,,Richmond&comma; VA 23227 USA
FTC,3123,Spontaneous Combustion,Raytheon &amp; Seminole High School,2008,,Seminole&comma; FL 33776 USA
FTC,3141,Bears,Mexico City / Rotula / Aiisa / Peerless-AV / Smart Touch / SSL / Kramer / TecnoSolutions &amp; Centro Escolar Cedros,2008,bears.com.mx,Mexico City&comma; DIF 01050 Mexico
FTC,3149,SWAT-bots,San Domenico School,2008,,San Anselmo&comma; CA 94960 USA
FTC,3188,Squiggle Splat Bang,Powell High School,2008,phsbots.org,Powell&comma; WY 82435 USA
FTC,3208,HyperLynx,Dimond High School,2008,,Anchorage&comma; AK 99502 USA
FTC,3216,Robophins,Young Magnet High School,2008,,Chicago&comma; IL 60607 USA
FTC,3221,avenger 2,East Greenwich High School,2008,https://egrobtics3221.weebly.com,East Greenwich RI&comma; RI 02818 USA
FTC,3231,WATER BOYZ SZN,xbot robotics/Microsoft Employees/Rainier Valley Rotary Club/OSPI/SPEEA &amp; Franklin High School,2008,,Seattle&comma; WA 98144 USA
FTC,3283,SciBots,Harrisburg Hs &amp; Harrisburg Hs,2008,www.scibots.org,Harrisburg&comma; PA 17101 USA
FTC,3291,Oxford Bulls,HOME SCHOOL,2007,,Monterrey&comma; NLE 66422 Mexico
FTC,3296,Bots in Blue,Lockheed Martin/Booz Allen Hamilton Consultants/Tx WorkForce Commission &amp; Virginia Allred Stacey Jr/Sr H S,2008,www.lacklandisd.net,Jbsa Lackland&comma; TX 78236 USA
FTC,3305,Scibots2,Harrisburg Hs &amp; Harrisburg Hs,2008,scibot.org,Harrisburg&comma; PA 17101 USA
FTC,3311,Innovators Robotics,Family/Community,2008,,Dayton&comma; OH 45414 USA
FTC,3351,Baconators,Mt. Hope High School,2008,,Bristol&comma; RI 02809 USA
FTC,3371,Bötley Crüe,Midwood High School,2008,,Brooklyn&comma; NY 11210 USA
FTC,3372,AggieBots,North Carolina A&amp;T State University,2008,,Greensboro&comma; NC 27411 USA
FTC,3385,King Pin,Prior Lake High School,2008,,Savage&comma; MN 55378 USA
FTC,3387,Crown of Fire,Prior Lake High School,2008,,Savage&comma; MN 55378 USA
FTC,3391,Neptune,Grimsley High,2008,www.teamprion.com,Greensboro&comma; NC 27408 USA
FTC,3397,Essex Robotics,Essex Comm. Ed. Ctr. Uhsd #46,2008,,Essex Junction&comma; VT 05452 USA
FTC,3398,Darth Panthers,O'CONNOR H S,2008,,Helotes&comma; TX 78023 USA
FTC,3409,Astromechs,Kansas City Robotics Foundation &amp; Family/Community,2008,http://ftc3409.org,Kansas City&comma; MO 64151 USA
FTC,3415,Lancers,Livingston Sr High,2008,www.lancerrobotics.com,Livingston&comma; NJ 07039 USA
FTC,3470,The Patriots,Bishop-Wisecarver &amp; Heritage High,2008,http://www.hhsroboticsclub.co.cc/,Brentwood&comma; CA 94513 USA
FTC,3479,Generals,Arrupe Jesuit High School,2009,,Denver&comma; CO 80212 USA
FTC,3480,FrostByte,Home School &amp; Twindly Bridge Charter School,2009,,Wasilla&comma; AK 99654 USA
FTC,3486,Techno Warriors Advanced,Central Mississippi Robotics/Nucor/Nissan/Raytheon&amp;Home School,2009,http://www.centralmississippirobotics.org/,Brandon&comma; MS 39047 USA
FTC,3491,FIX IT,FIX IT/PTC/MDA/Actuonix/ped&amp;Victoria Robotics Club,2009,https://fixit3491.com/,Victoria&comma; BC V9C 3V6 Canada
FTC,3505,Cadet Bot Crew,Christian Brothers College High School,2009,,Saint Louis&comma; MO 63141 USA
FTC,3507,Robotheosis,&amp;Francis W Parker School,2009,fwparkerrobotics.org,Chicago&comma; IL 60614 USA
FTC,3525,Crossroad Robotics,Banks H.S. Robotics &amp; Banks High School &amp; Washington County 4H,2009,,Banks&comma; OR 97106 USA
FTC,3526,Marlbots,Marlborough School,2009,,Los Angeles&comma; CA 90004 USA
FTC,3537,The MechaHamsters,Endress Hauser/Hamster Robotics Education&amp;Home School,2009,,Greenwood&comma; IN 46143 USA
FTC,3540,RoboBoogie,George W Hewlett High School,2009,http://hewlettrobotics.wixsite.com/gwhhs,Hewlett&comma; NY 11557 USA
FTC,3543,Titan Robotics,Internation School ASB/Washington State Office of Public Instruction/The Boeing Company/Honeywell&amp;International School&amp;International School,2009,www.titanrobotics.com,Bellevue&comma; WA 98005 USA
FTC,3558,FireBots,Holy Family Catholic High School,2009,robotics.hfchs.org,Victoria&comma; MN 55386 USA
FTC,3565,Ghost Robotics 1,Westford Academy,2009,https://sites.google.com/site/waghostrobotics/home,Westford&comma; MA 01886 USA
FTC,3567,Fear The Gear,Family/Community,2009,http://www.fearthegear.com/,Chatham&comma; NJ 07928 USA
FTC,3578,Warriors Gold,OSPI&amp;Clover Park High School,2009,,Lakewood&comma; WA 98499 USA
FTC,3583,Power Hawks,Power Hawks Robotics Club&comma; Inc. &amp; South River High,2009,www.powerhawks.org,Edgewater&comma; MD 21037 USA
FTC,3587,Unparalleled Processing,Trinity School of Durham &amp; Chapel Hill,2009,,Durham&comma; NC 27705 USA
FTC,3591,The QUARKS,Eureka Sr. High,2009,,Ballwin&comma; MO 63011 USA
FTC,3592,The MESONS,Eureka Sr. High,2009,,Eureka&comma; MO 63025 USA
FTC,3595,Schrödinger's Hat,Community &amp; Family/Community,2009,https://www.facebook.com/FTC3595,Alexandria&comma; VA 22312 USA
FTC,3600,ElectroJackets,WestRock/Motion Industries/Universal Maching/Ace Metal Supplies&amp;Colton High,2009,,Colton&comma; CA 92324 USA
FTC,3609,Polar Technics,North High School,2009,,Des Moines&comma; IA 50313-4955 USA
FTC,3615,Arlington Automatons,Arlington High,2009,,Arlington&comma; MA 02476 USA
FTC,3620,Furious George,Whitakers Ace Hardware/S&amp;W Cabinets&amp;Chaffee Jr.-Sr. High,2009,https://www.facebook.com/CIARobotics,Chaffee&comma; MO 63740 USA
FTC,3631,Middle Earth Mechanics,Middle Earth Mechanics&amp;Home School,2009,,Cape Girardeau&comma; MO 63701 USA
FTC,3634,KISS,Corning High School,2009,,Corning&comma; IA 50841 USA
FTC,3638,Atomic Shock,J-M Distributors/Leavitt Signs &amp; Mount Saint Mary High School,2009,,Oklahoma City&comma; OK 73109 USA
FTC,3640,The BoilerBots,Kewanee High School,2009,,Kewanee&comma; IL 61443 USA
FTC,3641,PPS Robotics,Pinewood Preparatory School,2009,,Summerville&comma; SC 29483 USA
FTC,3648,Beehive Robotics,Beehive Robotics &amp; Beehive Science &amp; Technology Academy (Bsta),2009,,Sandy&comma; UT 84094 USA
FTC,3650,Torrey Techies,LA JOLLA COUNTRY DAY SCHOOL,2009,,La Jolla &comma; CA 92037 USA
FTC,3658,The BOSONS,Eureka Sr. High,2009,3658TheBOSONS.com,Ballwin&comma; MO 63011 USA
FTC,3665,Leopold GearHeads,Leopold High,2009,,Leopold&comma; MO 63760 USA
FTC,3666,Hawks Robotics,The Gregory School,2009,,Tucson&comma; AZ 85712 USA
FTC,3668,Smokie Jr.,Hermitage Tech. Ctr.,2009,,Henrico&comma; VA 23228 USA
FTC,3670,Metal Mustangs,Frontier Public School &amp; Frontier Hs,2009,,Red Rock&comma; OK 74651 USA
FTC,3697,Devastatorz,Texas Workforce Commission &amp; Harmony School of Innovation - Waco,2009,,Waco&comma; TX 76710 USA
FTC,3708,Iron Eagles Optimus,St. Dominic Savio Catholic High School,2009,ironeagles.org,Austin&comma; TX 78717 USA
FTC,3726,Mechanics In Blue,Lagrange High School,2009,,Lagrange&comma; GA 30241 USA
FTC,3734,Imperial Robotics,Texas Workforce Commision &amp; School of Science and Engineering,2008,,Dallas&comma; TX 75203 USA
FTC,3736,Serious Business,Raytheon &amp; Seminole High School,2009,,Seminole&comma; FL 33776 USA
FTC,3737,Hank's Tanks,Cognex/Bose&amp;Natick High,2009,https://sites.google.com/a/natickps.org/ftc-3737/,Natick&comma; MA 01760 USA
